"relative_path","top_level","extension","size_bytes","size_mb","last_modified_kst","repository_policy"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\01_SOURCE_INPUT(원본_입력)\production\202404124200002118277347.html","01_INPUT(입력_원본)",".html","338405","0.323","2026-08-09 11:02:16","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\01_SOURCE_INPUT(원본_입력)\production\240213_물품공급계약서_팩토리유니콘.pdf","01_INPUT(입력_원본)",".pdf","490430","0.468","2026-08-09 11:01:19","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\01_SOURCE_INPUT(원본_입력)\production\감사 추적 인증서.pdf","01_INPUT(입력_원본)",".pdf","465993","0.444","2026-08-09 11:01:21","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\01_SOURCE_INPUT(원본_입력)\production\실력 있는 전문가 찾기, 크몽(사진촬영).pdf","01_INPUT(입력_원본)",".pdf","220464","0.21","2026-08-09 11:15:55","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\01_SOURCE_INPUT(원본_입력)\production\아임웹_결제내역.rtf","01_INPUT(입력_원본)",".rtf","54371","0.052","2026-08-09 11:05:35","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\01_SOURCE_INPUT(원본_입력)\production\주문 정보 _ #4932236(쇼핑몰_SEO).pdf","01_INPUT(입력_원본)",".pdf","217749","0.208","2026-08-09 11:14:06","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\01_SOURCE_INPUT(원본_입력)\production\주문 정보 _ #4944655(메타,인스타 세팅).pdf","01_INPUT(입력_원본)",".pdf","217834","0.208","2026-08-09 11:14:32","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\01_SOURCE_INPUT(원본_입력)\production\주문 정보 _ #5063357(유튜브 홍보).pdf","01_INPUT(입력_원본)",".pdf","218334","0.208","2026-08-09 11:15:03","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\01_SOURCE_INPUT(원본_입력)\production\주문 정보 _ #5244803(제품사진_반팔).pdf","01_INPUT(입력_원본)",".pdf","218883","0.209","2026-08-09 11:13:17","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\01_SOURCE_INPUT(원본_입력)\production\주문 정보 _ #5587817(제품사진_모자).pdf","01_INPUT(입력_원본)",".pdf","218576","0.208","2026-08-09 11:13:40","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\01_SOURCE_INPUT(원본_입력)\production\카카오뱅크_거래내역_N1666136877_2026080910301726.xlsx","01_INPUT(입력_원본)",".xlsx","23040","0.022","2026-08-09 10:30:37","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\01_SOURCE_INPUT(원본_입력)\production\폰트사용권 증서_XXX스튜디오.jpg","01_INPUT(입력_원본)",".jpg","450697","0.43","2026-08-09 11:02:02","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\01_SOURCE_INPUT(원본_입력)\production\IMG_7472.JPG","01_INPUT(입력_원본)",".jpg","77909","0.074","2026-08-09 10:03:30","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\01_SOURCE_INPUT(원본_입력)\production\IMG_7473.PNG","01_INPUT(입력_원본)",".png","93429","0.089","2026-08-09 10:03:47","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\01_SOURCE_INPUT(원본_입력)\production\IMG_7474.JPG","01_INPUT(입력_원본)",".jpg","61387","0.059","2026-08-09 10:03:50","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\01_SOURCE_INPUT(원본_입력)\production\IMG_7475.JPG","01_INPUT(입력_원본)",".jpg","65647","0.063","2026-08-09 10:03:54","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\01_SOURCE_INPUT(원본_입력)\production\Kakaotalk_Chat_권도재대표님(스티치잇_빌).zip","01_INPUT(입력_원본)",".zip","47524","0.045","2026-08-09 09:36:26","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\01_SOURCE_INPUT(원본_입력)\production\Kakaotalk_Chat_길서희(모델).zip","01_INPUT(입력_원본)",".zip","9673","0.009","2026-08-09 10:53:02","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\01_SOURCE_INPUT(원본_입력)\production\Kakaotalk_Chat_박선규(모자).zip","01_INPUT(입력_원본)",".zip","3863","0.004","2026-08-09 10:16:46","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\01_SOURCE_INPUT(원본_입력)\production\Kakaotalk_Chat_정진욱(모델).zip","01_INPUT(입력_원본)",".zip","10427","0.01","2026-08-09 10:52:15","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\01_SOURCE_INPUT(원본_입력)\README.md","01_INPUT(입력_원본)",".md","1366","0.001","2026-08-09 02:16:05","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\01_SOURCE_INPUT(원본_입력)\sales\결제_내역_20260809103655.xlsx","01_INPUT(입력_원본)",".xlsx","6644","0.006","2026-08-09 10:36:59","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\01_SOURCE_INPUT(원본_입력)\sales\구매평_기본 양식_2026_08_09_KR.xlsx","01_INPUT(입력_원본)",".xlsx","10490","0.01","2026-08-09 10:39:28","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\01_SOURCE_INPUT(원본_입력)\sales\모든 상태 주문_KR.xls","01_INPUT(입력_원본)",".xls","116224","0.111","2026-08-09 10:38:00","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\02_NORMALIZED_EVIDENCE(정규화_근거)\01_직접제조\2024-02-13_팩토리유니콘_직접제조_물품공급계약서.pdf","01_INPUT(입력_원본)",".pdf","490430","0.468","2026-08-09 12:21:26","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\02_NORMALIZED_EVIDENCE(정규화_근거)\01_직접제조\2024-04-09_스티치잇_직접제조_SWEATSHIRT_생산견적_E032.JPG","01_INPUT(입력_원본)",".jpg","65647","0.063","2026-08-09 12:21:26","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\02_NORMALIZED_EVIDENCE(정규화_근거)\01_직접제조\2024-04~07_스티치잇_의류제작_카카오톡대화_E001-E004.zip","01_INPUT(입력_원본)",".zip","47524","0.045","2026-08-09 12:21:25","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\02_NORMALIZED_EVIDENCE(정규화_근거)\01_직접제조\2024-06-07_스티치잇_직접제조_T-SHIRT_생산견적_E031.JPG","01_INPUT(입력_원본)",".jpg","77909","0.074","2026-08-09 12:21:26","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\02_NORMALIZED_EVIDENCE(정규화_근거)\01_직접제조\2024-09~10_전설의모자왕_CAP_카카오톡대화_E005-E006-E033.zip","01_INPUT(입력_원본)",".zip","3863","0.004","2026-08-09 12:21:26","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\02_NORMALIZED_EVIDENCE(정규화_근거)\03_콘텐츠제작\2024-02-05_크몽히피즈_콘텐츠제작_사진촬영_5300원_E025.pdf","01_INPUT(입력_원본)",".pdf","220464","0.21","2026-08-09 12:21:27","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\02_NORMALIZED_EVIDENCE(정규화_근거)\03_콘텐츠제작\2024-03_길서희_콘텐츠제작_모델대화_E020.zip","01_INPUT(입력_원본)",".zip","9673","0.009","2026-08-09 12:21:26","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\02_NORMALIZED_EVIDENCE(정규화_근거)\03_콘텐츠제작\2024-03_정진욱_콘텐츠제작_모델대화_E019.zip","01_INPUT(입력_원본)",".zip","10427","0.01","2026-08-09 12:21:26","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\02_NORMALIZED_EVIDENCE(정규화_근거)\03_콘텐츠제작\2024-07-16_크몽클로스튜디오_콘텐츠제작_T-SHIRT촬영_57960원_E029.pdf","01_INPUT(입력_원본)",".pdf","218883","0.209","2026-08-09 12:21:27","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\02_NORMALIZED_EVIDENCE(정규화_근거)\03_콘텐츠제작\2024-11-01_크몽클로스튜디오_콘텐츠제작_CAP촬영_47610원_E030.pdf","01_INPUT(입력_원본)",".pdf","218576","0.208","2026-08-09 12:21:27","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\02_NORMALIZED_EVIDENCE(정규화_근거)\04_패키징\2024-03_성원애드피아_패키징_결제근거_E009-E013-E017.PNG","01_INPUT(입력_원본)",".png","21290","0.02","2026-08-09 12:21:28","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\02_NORMALIZED_EVIDENCE(정규화_근거)\04_패키징\2024-03-04_명성패키지_패키징_부직포파우치_102300원_E007.pdf","01_INPUT(입력_원본)",".pdf","131371","0.125","2026-08-09 12:21:27","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\02_NORMALIZED_EVIDENCE(정규화_근거)\04_패키징\2024-03-04_명성패키지_패키징_부직포파우치_견적_E007.pdf","01_INPUT(입력_원본)",".pdf","119540","0.114","2026-08-09 12:21:28","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\02_NORMALIZED_EVIDENCE(정규화_근거)\05_커머스_고정비\2024-03_아임웹_COMODO_커머스고정비_결제내역_374000원_E022-E024.rtf","01_INPUT(입력_원본)",".rtf","54371","0.052","2026-08-09 12:21:28","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\02_NORMALIZED_EVIDENCE(정규화_근거)\05_커머스_고정비\2024-04-09_크몽에이미디자인_커머스고정비_SEO_82800원_E026.pdf","01_INPUT(입력_원본)",".pdf","217749","0.208","2026-08-09 12:21:28","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\02_NORMALIZED_EVIDENCE(정규화_근거)\06_마케팅\2024-04-16_크몽그로스비_마케팅_메타인스타설정_25870원_E027.pdf","01_INPUT(입력_원본)",".pdf","217834","0.208","2026-08-09 12:21:28","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\02_NORMALIZED_EVIDENCE(정규화_근거)\06_마케팅\2024-05-29_크몽지프라마케팅_마케팅_YouTube홍보_25870원_E028.pdf","01_INPUT(입력_원본)",".pdf","218334","0.208","2026-08-09 12:21:29","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\02_NORMALIZED_EVIDENCE(정규화_근거)\08_확인필요\2024-03-25_XXXSTUDIO_SEOUL_현행비용대장_E008-E021.xlsx","01_INPUT(입력_원본)",".xlsx","23122","0.022","2026-08-09 12:21:26","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\02_NORMALIZED_EVIDENCE(정규화_근거)\08_확인필요\2026-08-09_카카오뱅크_확인필요_암호화거래내역.xlsx","01_INPUT(입력_원본)",".xlsx","23040","0.022","2026-08-09 12:21:29","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\02_NORMALIZED_EVIDENCE(정규화_근거)\08_확인필요\다날_아임웹_PG계약서_확인필요.pdf","01_INPUT(입력_원본)",".pdf","372283","0.355","2026-08-09 12:21:29","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\02_NORMALIZED_EVIDENCE(정규화_근거)\08_확인필요\폰트사용권_XXXSTUDIO_확인필요.jpg","01_INPUT(입력_원본)",".jpg","450697","0.43","2026-08-09 12:21:29","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\02_NORMALIZED_EVIDENCE(정규화_근거)\09_프로젝트외_제외\2024-06-13_스티치잇_NON-SEOUL_금형비_605000원_E003_공동증거.zip","01_INPUT(입력_원본)",".zip","47524","0.045","2026-08-09 22:46:25","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\11_BUSINESS_SOURCE(사업_원자료)\02_NORMALIZED_EVIDENCE(정규화_근거)\근거자료_인덱스.csv","01_INPUT(입력_원본)",".csv","10973","0.01","2026-08-09 22:46:26","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\12_REFERENCE(외부_참고자료)\BUSINESS_PLAN_V2_REFERENCE_20260809.txt","01_INPUT(입력_원본)",".txt","22187","0.021","2026-08-09 01:19:09","INDEX_ONLY_RAW_SOURCE"
"01_INPUT(입력_원본)\12_REFERENCE(외부_참고자료)\OFFICIAL_WEB_SOURCES.md","01_INPUT(입력_원본)",".md","1716","0.002","2026-08-09 00:03:22","INDEX_ONLY_RAW_SOURCE"
"02_WORKING(작업중)\01_STORY(스토리_작업)\MASTER_STORYBOARD_LOCK_V1__마스터_스토리보드_잠금_1차.md","02_WORKING(작업중)",".md","20775","0.02","2026-08-31 20:47:38","GITHUB_INCLUDED"
"02_WORKING(작업중)\01_STORY(스토리_작업)\MASTER_STORYBOARD_LOCK_V1.1__마스터_스토리보드_잠금_1.1.md","02_WORKING(작업중)",".md","25074","0.024","2026-09-01 00:17:58","GITHUB_INCLUDED"
"02_WORKING(작업중)\01_STORY(스토리_작업)\MASTER_STORYBOARD_NATIVE_COPY_WORKING__마스터_스토리보드_와디즈_문구.md","02_WORKING(작업중)",".md","49006","0.047","2026-08-31 10:41:23","GITHUB_INCLUDED"
"02_WORKING(작업중)\01_STORY(스토리_작업)\MASTER_STORYBOARD_RECOVERY_WORKING__마스터_스토리보드_복구_작업.md","02_WORKING(작업중)",".md","53172","0.051","2026-08-24 14:51:17","GITHUB_INCLUDED"
"02_WORKING(작업중)\01_STORY(스토리_작업)\REFERENCE_BENCHMARK_CONTENT_GAP_MATRIX_V1__레퍼런스_벤치마크_콘텐츠_갭_매트릭스_1차.md","02_WORKING(작업중)",".md","8030","0.008","2026-09-01 00:12:27","GITHUB_INCLUDED"
"02_WORKING(작업중)\01_STORY(스토리_작업)\xxxstudio_wadiz_storyboard.png","02_WORKING(작업중)",".png","1631551","1.556","2026-08-08 22:54:05","GITHUB_INCLUDED"
"02_WORKING(작업중)\03_HERO(대표이미지_작업)\AI_CONTENT_BLUEPRINT__AI_콘텐츠_제작_설계.md","02_WORKING(작업중)",".md","23983","0.023","2026-08-16 12:07:48","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\assets\creative_cut_1\AST-0003.png","02_WORKING(작업중)",".png","17230","0.016","2026-08-31 16:13:51","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\assets\creative_cut_1\AST-0004.png","02_WORKING(작업중)",".png","23392","0.022","2026-08-31 16:13:51","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\assets\creative_cut_1\AST-0016.png","02_WORKING(작업중)",".png","17559","0.017","2026-08-31 16:13:51","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\assets\creative_cut_1\AST-0023.png","02_WORKING(작업중)",".png","17455","0.017","2026-08-31 16:13:51","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\assets\creative_cut_1\AST-0052_SAFE_CROP.jpg","02_WORKING(작업중)",".jpg","108419","0.103","2026-08-31 16:13:51","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\assets\creative_cut_1\AST-0137.png","02_WORKING(작업중)",".png","25347","0.024","2026-08-31 16:13:51","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\assets\creative_cut_1\AST-0193.jpg","02_WORKING(작업중)",".jpg","172419","0.164","2026-08-31 16:13:51","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\assets\creative_cut_1\AST-0202.jpg","02_WORKING(작업중)",".jpg","344268","0.328","2026-08-31 16:13:51","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\assets\creative_cut_1\AST-0235.jpg","02_WORKING(작업중)",".jpg","180172","0.172","2026-08-31 16:13:51","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\assets\creative_cut_1\AST-0254.jpg","02_WORKING(작업중)",".jpg","171673","0.164","2026-08-31 16:13:51","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\assets\creative_cut_1\AST-0297.jpg","02_WORKING(작업중)",".jpg","206179","0.197","2026-08-31 16:13:51","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\assets\creative_cut_1\AST-0357.jpg","02_WORKING(작업중)",".jpg","1006036","0.959","2026-08-31 16:13:52","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\assets\creative_cut_1\AST-0439.png","02_WORKING(작업중)",".png","1608361","1.534","2026-08-31 16:13:53","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\assets\creative_cut_1\AST-0460.jpg","02_WORKING(작업중)",".jpg","352530","0.336","2026-08-31 16:13:54","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\assets\creative_cut_1\AST-0919.jpg","02_WORKING(작업중)",".jpg","721745","0.688","2026-08-31 16:13:53","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\assets\creative_cut_1\AST-0961.jpg","02_WORKING(작업중)",".jpg","136528","0.13","2026-08-31 16:13:53","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\assets\creative_cut_1\LAYOUT_TRANSITION_DAY_TO_NIGHT.jpg","02_WORKING(작업중)",".jpg","41833","0.04","2026-08-31 16:13:54","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\assets\creative_cut_1\manifest.json","02_WORKING(작업중)",".json","673","0.001","2026-08-31 16:13:54","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\assets\creative_cut_1\PAIR_COLLECTION_LOOKBOOK.jpg","02_WORKING(작업중)",".jpg","170400","0.163","2026-08-31 16:13:54","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\assets\creative_cut_1\PAIR_ONE_SEOUL_BACK.jpg","02_WORKING(작업중)",".jpg","361857","0.345","2026-08-31 16:13:54","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\CAMPAIGN_ASSET_CUT__캠페인_자산_선별본.md","02_WORKING(작업중)",".md","5879","0.006","2026-09-01 01:31:19","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\CREATIVE_CUT_REBUILD_SPEC__크리에이티브_선별_재구축_명세.md","02_WORKING(작업중)",".md","5029","0.005","2026-08-31 16:13:30","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\WADIZ_CREATIVE_CUT_1__와디즈_크리에이티브_컷_1.html","02_WORKING(작업중)",".html","13817","0.013","2026-08-31 16:13:30","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\WADIZ_MVP_BUILD_MAP__와디즈_MVP_제작_맵.md","02_WORKING(작업중)",".md","7152","0.007","2026-08-31 13:28:01","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\WADIZ_MVP_SIMULATOR__와디즈_MVP_시뮬레이터.html","02_WORKING(작업중)",".html","2369031","2.259","2026-08-31 13:36:05","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\WADIZ_MVP_SIMULATOR__TECHNICAL_REFERENCE_ONLY.md","02_WORKING(작업중)",".md","922","0.001","2026-08-31 16:06:36","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\WADIZ_REAL_DRAFT_DESKTOP_LONG.png","02_WORKING(작업중)",".png","8404323","8.015","2026-09-01 01:45:35","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\WADIZ_REAL_DRAFT_MOBILE_LONG.png","02_WORKING(작업중)",".png","3499626","3.338","2026-09-01 01:45:31","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\WADIZ_REAL_DRAFT_MVP__와디즈_실제_초안.html","02_WORKING(작업중)",".html","303523","0.289","2026-09-01 01:29:51","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\WADIZ_WORKING_PROTOTYPE__와디즈_작업용_시안.html","02_WORKING(작업중)",".html","42232","0.04","2026-08-21 20:42:02","GITHUB_INCLUDED"
"02_WORKING(작업중)\06_PROTOTYPE(상세페이지_시안)\xxxstudio_wadiz_story_mockup.html","02_WORKING(작업중)",".html","17298","0.016","2026-08-08 22:54:07","GITHUB_INCLUDED"
"02_WORKING(작업중)\08_CHANNELS(채널별_작업)\XXX_STUDIO_WADIZ_OFFLINE_PRESENTATION_v1.pdf","02_WORKING(작업중)",".pdf","3061759","2.92","2026-08-31 11:18:54","INDEX_ONLY_BINARY"
"02_WORKING(작업중)\08_CHANNELS(채널별_작업)\XXX_STUDIO_WADIZ_OFFLINE_PRESENTATION_v1.pptx","02_WORKING(작업중)",".pptx","13749570","13.113","2026-08-31 11:09:57","INDEX_ONLY_BINARY"
"90_REPORTS(검토_보고)\01_REVIEW(검토자료)\01_REPOSITORY_MIGRATION(저장소_이전)\01_MIGRATION_EXECUTION_REPORT__저장소_이전_실행보고.md","90_REPORTS(검토_보고)",".md","1741","0.002","2026-08-20 20:46:58","GITHUB_INCLUDED"
"90_REPORTS(검토_보고)\01_REVIEW(검토자료)\01_REPOSITORY_MIGRATION(저장소_이전)\02_FINAL_FOLDER_TREE__최종_폴더_구조.md","90_REPORTS(검토_보고)",".md","2246","0.002","2026-08-20 22:36:31","GITHUB_INCLUDED"
"90_REPORTS(검토_보고)\01_REVIEW(검토자료)\01_REPOSITORY_MIGRATION(저장소_이전)\03_ACTIVE_FILE_MAP__활성_파일_맵.md","90_REPORTS(검토_보고)",".md","1727","0.002","2026-08-20 20:46:58","GITHUB_INCLUDED"
"90_REPORTS(검토_보고)\01_REVIEW(검토자료)\01_REPOSITORY_MIGRATION(저장소_이전)\04_PATH_REWRITE_QA__경로_갱신_검증.md","90_REPORTS(검토_보고)",".md","845","0.001","2026-08-20 20:46:58","GITHUB_INCLUDED"
"90_REPORTS(검토_보고)\01_REVIEW(검토자료)\01_REPOSITORY_MIGRATION(저장소_이전)\05_ASSET_INDEX_QA__자산_인덱스_검증.md","90_REPORTS(검토_보고)",".md","359","0","2026-08-20 20:46:58","GITHUB_INCLUDED"
"90_REPORTS(검토_보고)\01_REVIEW(검토자료)\01_REPOSITORY_MIGRATION(저장소_이전)\06_HTML_QA__작업용_시안_검증.md","90_REPORTS(검토_보고)",".md","506","0","2026-08-20 20:46:58","GITHUB_INCLUDED"
"90_REPORTS(검토_보고)\01_REVIEW(검토자료)\01_REPOSITORY_MIGRATION(저장소_이전)\07_WORKBOOK_QA__워크북_검증.md","90_REPORTS(검토_보고)",".md","758","0.001","2026-08-20 20:46:58","GITHUB_INCLUDED"
"90_REPORTS(검토_보고)\01_REVIEW(검토자료)\01_REPOSITORY_MIGRATION(저장소_이전)\08_ROLLBACK_MANIFEST__롤백_기준.md","90_REPORTS(검토_보고)",".md","893","0.001","2026-08-20 20:46:58","GITHUB_INCLUDED"
"90_REPORTS(검토_보고)\01_REVIEW(검토자료)\01_REPOSITORY_MIGRATION(저장소_이전)\09_INDEPENDENT_VERIFICATION__독립검증.md","90_REPORTS(검토_보고)",".md","1137","0.001","2026-08-20 20:46:58","GITHUB_INCLUDED"
"90_REPORTS(검토_보고)\01_REVIEW(검토자료)\02_REPOSITORY_AUDIT(저장소_감사)\ACTIVE_FILE_MAP__활성_파일_맵.md","90_REPORTS(검토_보고)",".md","5858","0.006","2026-08-19 21:18:54","GITHUB_INCLUDED"
"90_REPORTS(검토_보고)\01_REVIEW(검토자료)\02_REPOSITORY_AUDIT(저장소_감사)\MIGRATION_PLAN__폴더_파일_정리_계획.csv","90_REPORTS(검토_보고)",".csv","11320","0.011","2026-08-19 21:18:54","GITHUB_INCLUDED"
"90_REPORTS(검토_보고)\01_REVIEW(검토자료)\02_REPOSITORY_AUDIT(저장소_감사)\PROJECT_DATA_FLOW__프로젝트_입출력_흐름.pdf","90_REPORTS(검토_보고)",".pdf","49683","0.047","2026-08-19 21:18:54","INDEX_ONLY_BINARY"
"90_REPORTS(검토_보고)\01_REVIEW(검토자료)\02_REPOSITORY_AUDIT(저장소_감사)\REPOSITORY_AUDIT__프로젝트_저장소_감사.pdf","90_REPORTS(검토_보고)",".pdf","108162","0.103","2026-08-19 21:18:54","INDEX_ONLY_BINARY"
"90_REPORTS(검토_보고)\01_REVIEW(검토자료)\03_CONSUMER_STORY_EDITORIAL(소비자_스토리_편집)\MOTION_SLOT_RIGHTS__모션_사용권_확인.csv","90_REPORTS(검토_보고)",".csv","1309","0.001","2026-08-21 20:30:52","GITHUB_INCLUDED"
